kin_id,language_id,name,description,saying
50,2,リフィヨン,みどりの多いところに生息する葉っぱににたキン。空気をキレイにするチカラがある。元気がないと体が茶色になる。,けがれない心
51,2,ビビリウム,ひじょうにおくびょうなキンで、つねに細かくふるえている。Lサイズの中で最も足がおそい。しかし増殖力はひじょうに高い。,きょうふ心
52,2,ケーブリス,どうくつなど、うす暗い場所を好むキン。3本のべん毛の先にはタマがついており、攻撃時には光を出す。,うつり気
53,2,ウズマキン,くるくる回りながら動き、全身のトゲで攻撃する。元気がいいときはぎゃくに回転するが注意してみていないとわかりづらい。,とまどい
54,2,フリーズン,高い山などのすずしい場所に生息するキン。ナノスプレーでふきつけると、温度を下げるコウカがある。,すがすがしさ
55,2,トコロキン,だん力のあるカラダは防御力にすぐれているのでバトルに使う人も多いが、体のこうぞうはいまだにナゾである。,ふしぎなチカラ
56,2,ジャッキン,鉄のようにかたい3つのフシからなるキン。きょうれつなパンチ攻撃をくりだす。,こんじょう
57,2,ハグルマン,つねに親子で行動するキン。歯車のようにガッチリと組み合わさって回転する。攻撃は子どもの方が得意。,わからずや
58,2,ムーゲニア,ねじれたヒモじょうの体をゆらしながらうごく。ムゲンのチカラをひめているらしいが、いまだにそれを見たものはいない。,大いなるナゾ
59,2,カセキン,ねんりょうの原料になるキン増えすぎるとバクハツするキケンがある。とりあつかいにはじゅうぶん注意すること。,もえる思い
60,2,サークリア,古い時代のキンのため、ナゾが多い。熱を下げるコウ力があるといわれるがカゼなどのショウジョウにはきかない。,わすられぬ日々
61,2,フラスコス,とうめいなピンのような力ラの中に、毒えきが入っている。全身をゆらしながら動き、攻撃時にはえきをまきちらす。,無用心
62,2,ミトコンドル,ひじょうにけいかい心の強いキン。空中に生息し、サイシュはむずかしい。,落ち着き
63,2,ミスティーマ,きりのようなキンで空中をただよっている。ふだんは目立たないが、攻撃時には、青白いほのおを出す。,ひめたる恋
64,2,ワタゲノム,その体は、わたのように軽く風にふかれてフワフワと空中をただよっている。長いべん毛でバランスをとっているらしい。,風まかせ
65,2,ホタリア,うす暗い場所や、川に生息する。空中にうかんでいるため、通常のスポイトではサイシュできない。活発な時にはおしりの部分が光る。,かがやく未来
66,2,カカオニアン,にがみとあまみを合わせ持つキン。チョコレート作りにはかかせない。ホワイトチョコにも使える。かたいカラを持つが、半分しかおおわれていないので、防御力が高いとはいえない。,大人の恋
67,2,ペロリキン,おいしいものが好きなキン。ベロリキンを入れた水に、食器をつけておくと、食べのこしなどがキレイに落ちる。,いたずら心
68,2,だいおうキン,王かんのようなものを頭にのせているため、この名前がつけられた。ばんぶキンとオニオニスで生まれることがわかっている。,気高い心
69,2,コウテイペンキン,ペンキンの進化したすがた。金色のハネと王かんを持ち、王者のふうかくがある。だが、バトルが得意というわけではない。,ゆうゆうじてき
70,2,ヘキサリアンズ,3びきのヘキサリアでこうせいされるキン。しかし、ヘキサリアの3ぱいのチカラがあるわけではない。,にんたい
71,2,ハッカク,大きな建物のカベに使われているキン。ヘキサリアよりもがんじょうで、重たい。,決心
72,2,マグナリア,バクダンのようなキン。敵に近づくと体をはれつさせて攻撃する。初心者には使いづらいキンである。,わかげのいたり
73,2,クリスターリア,おとなしいせいかくのキン。かたい体は防御にすぐれているので、2キンバトルで 使う人も多い。,へいじょう心
74,2,ワルスタリア,クリスターリアに近いキン。しかし、せいかくは正反対 で、ひじょうに、活発。,どくりつ
75,2,メタルドット,赤いカクと白いきんぞくのツブからなるキン。じょうきょうにおうじて、このツブを自由に動かす。ひじょうにめずらしいキンで、まだあまり知られていない。,勝手気まま
76,2,クラゲン,かたいカラでおおわれている。つうじょうは、体の下に生えた短いせん毛を使って動くが、攻撃時にはそこから2本の長いしょく手を出す。,むかんしん
77,2,シオマネキン,大きなハサミがどくちょうのキン。ひじょうに強そうに見えるが、それほどでもない。,気持ちうらはら
78,2,ゴーストキン,ゆうれいのようなすがたからこの名前がつけられた。しかし、意外と人なつっこく、特にがいはない。,ぐうぜん
79,2,ハニワーム,サポキンの進化したすがた。体の一部分をトゲのように変えて攻撃する。,苦しみ
80,2,スクリウム,きょうふや悲しみが形となったキン。全体でのびちぢみしながら動く。,永遠の別れ
81,2,エクストリウム,スクリウムの進化したすがたで、ひとまわり大きい。体をゆらしながら動く。,ふしぎな気持ち
82,2,スカルキン,ガイコツのようなキン。何もしないとすぐにねむってしまう。増殖力がひじょうに高い。,おそれぬ心
83,2,ソードスター,石のかたまりのようだが、攻撃時には、光るトゲを出す。防御と、攻撃をたくみにつかい分ける頭のよいキン。,プライド
84,2,ブンシモゲイ,４このタマからできている。これといってとくちょうは なかったが、ユーブインのたんじょうにはかかせないことがわかったので、今後、人気が高まるだろう。,心のささえ
85,2,バナナイフ,するどいはもののような体をやわらかい皮でおおっているめずらしいキン。ものすごいはやさで体を回転させて攻撃する。,ハートブレイク
86,2,ユーブイン,バクテリアンラボによって、最近はっけんされた新種キン。ゆうがいなしがいせんを防ぐコウカがある。 ひじょうに軽いため空中にまくこともできる。,思いやり
87,2,バクテリン,バクテリアンXのデザインのもとになったキン。増殖力がひじょうに高いがほかの能力が低いため使いづら い。,生まれかわり
88,2,ジャステリア,パワードキングが使っていることで有名になったキン。攻撃が得意だが、増殖力は低いためうまく使うにはテクニックが必要。,せいぎの心
89,2,プラーグ,ピグリアの進化したすがただが、これといってとくちょうはない。新種キンのじゅぎょうではよく使われる。,せいじつ
90,2,バイキンGU,ひじょうにおとなしくあまり動かないが、実はぼうけん好きなキン。大昔に、海をわたって来たといわれている。タッチされると、おこる。,ぼうけん心
91,2,インゲンキン,サヤのなかに3びきのあずキンににたキンが入っている。2本の長いべん毛をトゲのようにして敵を攻撃する。,ゆめごこち
92,2,ぴよりキン,つねに3びきで行動するキン。ひじょうに活発で、小さなくちばしでつつくように攻撃する。,あなたがすべて
93,2,ヨツバキン,4まいの葉っぱのような部分を回転させながら動く。べん毛はほとんど使わないため、かたくなってしまっている。しあわせをよぶキンだといわれている。,幸運
94,2,アスナリア,やさしい心のキン。ひじょうに人なつっこい。バトルでこのキンを生み出した人どうしは、一生の友だちになれるといわれている。,かわらぬ友情
95,2,バラサイト,本当はさみしがりやのくせにとても自分勝手なキン。 本体は花びらのようなものにくるまって、ぬくぬくと生きている。,自分さがし
96,2,デビールス,新種キンの中では、よく知られている。するどいヤリのようなべん毛で、強れつな攻撃をする。バトルむきなキン。,負けない心
97,2,スティングラー,デビールスが進化したものだといわれている。Lサイズだが足はひじょうに速い。攻撃時には太いべん毛をふるう。,思わせぶり
98,2,アロマン,のんびりした性格のキンで足が遅い。心をおちつかせる香りを出すが、長い時間かいでいると、 ねむくなるので、ほどほどにするべきである。,安らぎのとき
99,2,ピラミア,かたい体と、するどいキバがとくちょうのキン。昔のキン道場では、ピラミアどうしのバトルがキホンだった。,こどく
100,2,ダブルエレキン,2ひきのエレキンでこうせいされるキン。発電能力はエレキンの2ぱい以上。 しかしヘタに使うとするおそれがあるので注意。,キケンな恋
101,2,ポンコツブリキン,体はかたいが、打たれ弱い。キンとしてはまだ不完全だが、マニアの間で人気は高い。,若いチカラ
102,2,ブックマキン,本のような形をした、ひじょうに頭のよいキン。攻撃時には全身で熱をはさみこむ。,きんべん
103,2,クロービー,長い1本のヒモのようなものでできているキン。キンリュウサイが好んで使っている。,ごうまん
104,2,チャランポワン,最近はっけんされた新種キン。おわんのような形をしているので、こうよばれている。正しい名前はまだない。,よきせぬ出会い
105,2,バクテリヌス,ゆめを食べるキン。マクラ などに入れておくと、ぐっすりねむれるといわれている。,ねむれぬ夜
106,2,サルネラキン,ゴウリキンが進化したすがた。ゴウリキンのようなきょうぼうはなく、いつもしあわせそうである。,うたかたのゆめ
107,2,パンダベル,朝になると大きな音を出す。目覚まし時計が作られたが、気まぐれで、鳴らないときがあった。,気まぐれ
108,2,コロネキン,熱をもったキン。増えるとひじょうに高温になるので、オーブンなどに入れて、熱こうりつをよくするのに利用される。,情熱
109,2,プロフィリア,時間の流れが形になったキン。その体は昼と夜をあらわしているとされる。くわしいことはわかっておらず、研究が進められている。,かざらない心
110,2,キンオブゴッド,大昔にそんざいしたアクマのキンのまつえい。一部の人たちは最強のキンとよんでいるようだが、いずれにしろ、げんざいはその能力は失われている。,約束
111,2,マユハンド,いつも元気まんまんのキン。くわしいことはまだあまり知られていない。,強い心
112,2,モクモーネ,雲のようなキン。おだやかなせいかくである。くわしいことはまだわかっていない。,ひかえめな心
113,2,クレヨニス,クレヨンのようなすがたをしたキン。長いべん毛は、ひじょうにやわらかく、攻撃には役に立たないので、体当たりで敵をたおす。,自由な気持ち
114,2,ずキン,こうき心おうせいなキン。体をふくらませて、敵をいかくする。,こうき心
115,2,ビートルナイツ,よろいのようなかたいカラにおおわれたキン。中にはあずキンのようなカクをもっていることがわかっている。,努力
116,2,ハリネズキン,体ぜんたいがするどいトゲでおおわれたキン。 攻撃的なせいかくだが、つかれるとねむってしまう。,ぬくもり
117,2,タヌキン,タヌキのようなすがたからこの名前がついた。おとなしいせいかくだが、キケンを感じると、攻撃的になる。,心がわり
118,2,ピコニャンコ,ネコのようなすがたのキンだが、ネコからサイシュされるわけではない。ひじょうに長いべん毛を持っているが、攻撃には使わない。,旅立ち
119,2,ミクロファング,オオカミのようなキン。かたい体を回転させながら動く。するどいトゲで攻撃する。,勝利
120,2,テフテフパピー,おおきなはねをもつキン。このはねで飛べるのかはまだわかっていない。,むじゃきな心
121,2,コアクマニア,するどいヤリのようなべん毛で攻撃する。その形からチビールスのなかまとされているが、くわしいことはまだわかっていない。,しんぴ的
122,2,ドラゴファージ,ドラゴンににたすがたのキン。攻撃時には口からほのおをはくが、見た目より攻撃力はないようである。,野性的
123,2,クルリバーシ,白と黒の2ひきが背中合わせになっためずらしいキン。ふだんは白いキンがオモテを向いているが、攻撃時にはきょうぼうな黒いキンがオモテを向く。,信じる心
124,2,アダムスキン,かたいカラにおおわれている。大きな口をあけて攻撃する。体はきれいな青色をしており、この色は「アダムスキンブルー」とよばれている。,とどかぬ思い
125,2,ルナステイン,三日月のようなキン。 活発 な時はせんたいを回転さ せる。 攻撃時には小さな星 のような部分を敵にぶつける。,あこがれ
126,2,ケーキン,だれがどのように生み出したかはわからないが、最高のパティシエの作るケーキに生息するといわれている。,初恋の味
127,2,オタマージ,シンが子どものころ使っていたというキン。もともとはカレのコユウキンだったというウワサであるが、くわしいことはわかっていない。,自己愛
128,2,グンカマキン,むかし、ミヤじいが９れんぱをなしとげたときに使っていたという伝説のキン。足はおそいが、ひじょうにがんじょうで防御にすぐれている。,ついおく
